Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB)
2025-03-21 10:43:53,1866,13500,92,17493,5098
2025-03-21 10:43:58,1856,13511,80,17493,5098
2025-03-21 10:44:03,1831,13535,100,17493,5098
2025-03-21 10:44:08,1833,13533,88,17493,5098
2025-03-21 10:44:13,1891,13476,85,17493,5098
2025-03-21 10:44:19,1846,13521,95,17493,5098
2025-03-21 10:44:24,1833,13534,100,17493,5098
2025-03-21 10:44:29,1907,13460,83,17493,5098
2025-03-21 10:44:34,1905,13462,80,17493,5098
2025-03-21 10:44:40,1869,13498,97,17493,5098
2025-03-21 10:44:45,1854,13512,85,17493,5098
2025-03-21 10:44:50,1833,13533,80,17493,5098
2025-03-21 10:44:55,1837,13530,80,17493,5098
2025-03-21 10:45:01,1915,13451,100,17493,5098
2025-03-21 10:45:06,1885,13482,80,17493,5098
2025-03-21 10:45:11,1833,13534,100,17493,5098
2025-03-21 10:45:16,1827,13539,80,17493,5098
2025-03-21 10:45:21,1786,13581,100,17493,5098
2025-03-21 10:45:27,1879,13488,80,17493,5098
2025-03-21 10:45:32,1852,13514,80,17493,5098
