Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB)
2025-03-21 10:45:37,1921,13445,80,17493,5098
2025-03-21 10:45:42,1861,13505,100,17493,5098
2025-03-21 10:45:48,1823,13543,86,17493,5098
2025-03-21 10:45:53,1863,13504,80,17493,5098
2025-03-21 10:45:58,1868,13499,92,17493,5098
2025-03-21 10:46:03,1845,13521,100,17493,5098
2025-03-21 10:46:09,1800,13566,80,17493,5098
2025-03-21 10:46:14,1789,13577,97,17493,5098
2025-03-21 10:46:19,1876,13490,86,17493,5098
2025-03-21 10:46:24,1853,13513,82,17493,5098
2025-03-21 10:46:29,1838,13526,80,17493,5098
2025-03-21 10:46:35,1895,13473,100,17493,5098
2025-03-21 10:46:40,1850,13517,80,17493,5098
2025-03-21 10:46:45,1835,13531,100,17493,5098
2025-03-21 10:46:50,1846,13520,80,17493,5098
2025-03-21 10:46:56,1855,13511,100,17493,5098
2025-03-21 10:47:01,1846,13521,80,17493,5098
2025-03-21 10:47:06,1829,13538,93,17493,5098
2025-03-21 10:47:11,1836,13531,100,17493,5098
2025-03-21 10:47:17,1814,13553,80,17493,5098
2025-03-21 10:47:22,1896,13470,80,17493,5098
2025-03-21 10:47:27,1950,13417,80,17493,5098
2025-03-21 10:47:32,1897,13472,100,17493,5098
2025-03-21 10:47:37,1857,13509,100,17493,5098
2025-03-21 10:47:43,1838,13537,80,17493,5098
2025-03-21 10:47:48,1871,13496,100,17493,5098
2025-03-21 10:47:53,1845,13521,80,17493,5098
2025-03-21 10:47:58,1872,13495,80,17493,5098
2025-03-21 10:48:04,1850,13516,100,17493,5098
2025-03-21 10:48:09,1861,13506,80,17493,5098
2025-03-21 10:48:14,1846,13520,80,17493,5098
2025-03-21 10:48:19,1827,13539,100,17493,5098
2025-03-21 10:48:25,1797,13570,80,17493,5098
2025-03-21 10:48:30,1868,13499,88,17493,5098
2025-03-21 10:48:35,1900,13467,100,17493,5098
2025-03-21 10:48:40,1857,13510,80,17493,5098
2025-03-21 10:48:45,1824,13542,84,17493,5098
2025-03-21 10:48:51,1814,13553,100,17493,5098
