Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB),GPU1_Util(%),GPU1_MemUsed(MB),GPU1_MemFree(MB),GPU2_Util(%),GPU2_MemUsed(MB),GPU2_MemFree(MB),GPU3_Util(%),GPU3_MemUsed(MB),GPU3_MemFree(MB)
2025-03-17 01:08:26,24639,161481,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:31,25071,161054,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:37,25473,160652,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:43,25917,160206,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:48,26387,159735,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:54,26856,159269,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:08:59,27293,158831,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:05,27720,158401,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:11,28176,157949,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:16,28658,157464,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:22,29112,157012,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:27,29533,156590,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:33,29998,156125,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:39,30440,155684,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:44,30853,155272,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:50,31271,154853,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:09:56,31705,154419,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:01,32128,153997,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:07,32599,153524,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:12,33078,153045,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:18,33535,152591,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:24,33947,152174,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:29,34441,151682,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:35,34935,151189,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:41,35387,150736,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:46,35816,150304,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:52,36220,149904,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:10:57,36628,149496,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:03,37072,149050,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:09,37527,148597,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:14,37983,148140,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:20,38389,147733,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:25,38787,147337,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:31,39214,146910,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:37,39727,146397,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:42,40194,145929,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:48,40582,145543,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:53,41005,145119,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:11:59,41527,144595,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:05,41977,144147,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:10,42431,143693,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:16,42851,143273,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:21,43279,142842,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:27,43775,142344,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:33,44202,141922,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:38,44638,141484,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:44,45061,141062,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:50,45474,140649,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:12:55,45921,140204,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:01,46388,139736,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-17 01:13:06,46815,139308,0,193,22398,0,193,22398,0,193,22398,0,193,22398
