Timestamp,Used_Mem(MB),Avail_Mem(MB),GPU0_Util(%),GPU0_MemUsed(MB),GPU0_MemFree(MB),GPU1_Util(%),GPU1_MemUsed(MB),GPU1_MemFree(MB),GPU2_Util(%),GPU2_MemUsed(MB),GPU2_MemFree(MB),GPU3_Util(%),GPU3_MemUsed(MB),GPU3_MemFree(MB)
2025-03-16 22:24:34,3334,182791,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:24:40,3575,182548,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:24:45,4044,182079,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:24:51,4509,181614,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:24:57,4920,181203,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:02,5367,180754,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:08,5810,180313,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:13,6229,179895,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:19,6669,179455,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:25,7082,179044,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:30,7520,178603,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:36,7971,178151,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:42,8402,177720,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:47,8827,177297,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:53,9252,176872,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:25:58,9662,176462,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:04,10104,176020,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:10,10561,175561,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:15,11024,175099,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:21,11439,174682,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:26,11916,174208,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:32,12345,173778,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:38,12811,173321,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:43,13277,172843,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:49,13736,172386,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:26:54,14167,171957,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:00,14612,171511,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:06,15024,171100,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:11,15459,170664,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:17,15943,170179,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:22,16395,169731,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:28,16882,169237,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:34,17281,168845,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:39,17692,168430,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:45,18124,167998,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:50,18624,167495,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:27:56,19090,167040,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:02,19564,166562,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:07,20020,166102,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:13,20422,165702,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:18,20788,165334,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:24,21204,164916,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:30,21580,164545,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:35,22068,164054,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:41,22477,163646,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:46,22958,163167,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:52,23535,162588,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:28:58,23973,162149,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:03,24434,161692,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:09,24885,161239,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:14,25295,160830,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:20,25705,160418,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:26,26174,159951,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:31,26670,159453,0,193,22398,0,193,22398,0,193,22398,0,193,22398
2025-03-16 22:29:37,27101,159025,0,193,22398,0,193,22398,0,193,22398,0,193,22398
